CATEGORIA_PRODUCTO,CODIGO_PRODUCTO,DESCRIPCION_PRODUCTO,PRECIO_BRUTO_PRODUCTO,IVA_PRODUCTO,PRECIO_IVA_PRODUCTO,CANTIDAD ,TIPO_ITEM
LLANTA,HK017039,215/45R18 PR04K120 HANKOOK,"434,370",82530.3,"516,900",0,PRODUCTO
LLANTA,HK734,235/50ZR18Y PR04 K120 HANKOOK,"505,798",96101.62,"601,900",4,PRODUCTO
LLANTA,LF017032,235/55ZR18WPR04 LH01 LAUFENN,"325,126",61773.94,"386,900",0,PRODUCTO
LLANTA,HK018,235/55R18 RA33 HANKOOK ,"521,765",99135.35,"620,900",0,PRODUCTO
LLANTA,HK081, 235/60R18V PR04 RA33 HANKOOK,"511,681",97219.39,"608,900",0,PRODUCTO
LLANTA,KM018,235/55R18 KUMHO,"400,468",76088.92,"476,557",6,PRODUCTO
LLANTA,KM081,235/60R18 KUMHO,"439,184",83444.96,"522,629",4,PRODUCTO
LLANTA,LF081,235/60R18TPR04 LD01 X FIT HT LAUFEN,"349,496",66404.24,"415,900",0,PRODUCTO
LLANTA,HK069-RF11,265/60R18PR04 RF11 HANKOOK,"589,832",112068.08,"701,900",2,PRODUCTO
LLANTA,HK017088,225/45ZR19K120 HANKOOK,"567,983",107916.77,"675,900",5,PRODUCTO
LLANTA,LF017033,225/55R19 LAUFENN,"395,714",75185.66,"470,900",4,PRODUCTO
LLANTA,KM017034,235/50R19 KUMHO,"476,673",90567.87,"567,241",4,PRODUCTO
LLANTA,,245/45R19 KUMHO,"418,642",79541.98,"498,184",4,PRODUCTO
LLANTA,,225/45R19 GALLANT,"220,686",41930.34,"262,616",4,PRODUCTO
LLANTA,,235/50R19 FALKEN,"429,500",81605,"511,105",2,PRODUCTO
LLANTA,LF 017034,235/50R19PR04 LH01 LAUFENN,"385,630",73269.7,"458,900",2,PRODUCTO
BATERIA,24R900MC ,BATERIA AUTO MAC,"356,303",67697.57,"424,001",4,PRODUCTO
BATERIA,24R1150MG,BATERIA MAC GOLD,"426,940",81118.6,"508,059",2,PRODUCTO
BETERIA ,27R1100MC,BATERIA AUTO MAC,"392,420",74559.8,"466,980",3,PRODUCTO
BATERIA,271100MC,BATERÍA MAC 1100,"392,420",74559.8,"466,980",5,PRODUCTO
BATERIA,271150MC,BATERÍA MAC 1100,"404,960",76942.4,"481,902",4,PRODUCTO
BATERIA,27R1150MC,BATERÍA MAC 1150A ,"404,960",76942.4,"481,902",4,PRODUCTO
BATERIA,271250MG,BATERÍA AUTO MAC GOLD,"485,670",92277.3,"577,947",2,PRODUCTO
BATERIA,27R1250MG,BATERÍA AUTO SLI,"465,966",88533.54,"554,500",2,PRODUCTO
BATERIA,31T1250,BATERÍA AUTO MAC GOLD,"494,730",93998.7,"588,729",4,PRODUCTO
BATERIA,31H1250MC,BATERÍA MAC 1150A ,"462,210",87819.9,"550,030",6,PRODUCTO
BATERIA,34RST950MC,BATERÍA MAC 950A ,"322,269",61231.11,"383,500",2,PRODUCTO
BATERIA,34ST950MC,BATERIA MAC 950,"348,440",66203.6,"414,644",7,PRODUCTO
BATERIA,34ST1100 MAC,BATERÍA MAC 1100,"404,020",76763.8,"480,784",2,PRODUCTO
BATERIA,651100MAC,BATERIA  AUTO MAC,"375,546",71353.74,"446,900",1,PRODUCTO
BATERIA,34RST1100MAC,BATERÍA MAC 1100 ,"384,780",73108.2,"457,888",4,PRODUCTO
BATERIA,34RST1200M,BATERIA MAC GOLD 1200,"418,900",79591,"498,491",2,PRODUCTO
BATERIA,34ST1200M,BATERIA MAC GOLD 1200,"436,370",82910.3,"519,280",2,PRODUCTO
BATERIA,35800MAC,BATERÍA MAC 800,"359,900",68381,"428,281",6,PRODUCTO
BATERIA,36IST750 MC,BATERÍA MAC 750,"263,010",49971.9,"312,982",4,PRODUCTO
BATERIA,NS40560TXP,BATERÍA POWERTAXI 560A,"166,807",31693.33,"198,500",0,PRODUCTO
BATERIA,NS40L560TXP,BATERÍA POWERTAXI 560A,"159,180",30244.2,"189,424",0,PRODUCTO
BATERIA,NS40HDL560TXP,BATERÍA POWERTAXI 560A   (VIEJAS),"146,975",27925.25,"174,900",0,PRODUCTO
BATERIA,NS40L670MC,BATERIA MAC 670,"202,292",38435.48,"240,727",0,PRODUCTO
BATERIA,NS40HDL670MC,BATERIA MAC HDL670,"202,292",38435.48,"240,727",0,PRODUCTO
BATERIA,NS40HDL700 MC,,"261,470",49679.3,"311,149",3,PRODUCTO
BATERIA,NS60L700MC,BATERÍA MAC ,"261,470",49679.3,"311,149",2,PRODUCTO
BATERIA,NS40700MC,BATERÍA MAC,"236,220",44881.8,"281,102",3,PRODUCTO
BATERIA,NS60ZL750,BATERIA AUTO SLI SURE,"331,680",63019.2,"394,699",1,PRODUCTO
BATERIA,NS60Z750M,BATERIA AUTO SLI SURE,"302,250",57427.5,"359,678",1,PRODUCTO
BATERIA,NS60S700MC,BATERÍA MAC,"275,440",52333.6,"327,774",3,PRODUCTO
BATERIA,42ST750 MC,BATERIA MAC,"237,150",45058.5,"282,209",0,PRODUCTO
BATERIA,42IST750MC,BATERIA AUTO MAC SILVER,"216,723",41177.37,"257,900",9,PRODUCTO
BATERIA,42IST850MC,BATERÍA MAC,"262,103",49799.57,"311,903",5,PRODUCTO
BATERIA,42IST900MG,BATERÍA MAC GOLD,"284,958",54142.02,"339,100",5,PRODUCTO
BATERIA,47850MAC,BATERÍA MAC ,"286,740",54480.6,"341,221",0,PRODUCTO
BATERIA,47R850MAC,BATERÍA MAC ,"255,378",48521.82,"303,900",0,PRODUCTO
BATERIA,47950MAC,BATERÍA MAC,"249,160",47340.4,"296,500",22,PRODUCTO
BATERIA,47R950 MC,BATERÍA MAC,"298,700",56753,"355,453",4,PRODUCTO
BATERIA,48IST950MC ,BATERÍA MAC ,"283,370",53840.3,"337,210",0,PRODUCTO
BATERIA,48ST950MC ,BATERÍA MAC ,"260,672",49527.68,"310,200",0,PRODUCTO
BATERIA,48IST1150MG,BATERÍA AUTO MAC GOLD,"391,380",74362.2,"465,742",0,PRODUCTO
BATERIA,48IST1250,BATERÍA SLI SURE TOP ,"361,540",68692.6,"430,233",2,PRODUCTO
BATERIA,48IST1300 MG,,"371,008",70491.52,"441,500",4,PRODUCTO
BATERIA,49ST1200MC,BATERÍA MAC ,"447,755",85073.45,"532,828",2,PRODUCTO
BATERIA,85900MC,BATERIA AUTO MAC SILVER(+-),"311,549",59194.31,"370,743",1,PRODUCTO
BATERIA,86900MC,BATERIA AUTO MAC SILVER(+-),"306,000",58140,"364,140",1,PRODUCTO
BATERIA,L1ST800MG,BATERIA MAC GOLD,"306,840",58299.6,"365,140",5,PRODUCTO
BATERIA,LN2850MC,BATERIA AUTO SLI SURE TOP,"327,710",62264.9,"389,975",6,PRODUCTO
BATERIA,LN2-M,,"747,430",142011.7,"889,442",1,PRODUCTO
BATERIA,LN3-M,BATERIA MAC LN3-AGM,"739,748",140552.12,"880,300",2,PRODUCTO
BATERIA,LN4-M ,BATERIA MAC LN4- (-+) AGM,"813,697",154602.43,"968,299",1,PRODUCTO
BATERIA,LN31200MC ,BATERIA AUTO SLI SURE,"459,670",87337.3,"547,007",2,PRODUCTO
BATERIA,94R1200MC,BATERIA SLI SURE TOP ,"525,640",99871.6,"625,512",1,PRODUCTO
BATERIA,48IST1000,,"275,210",52289.9,"327,500",5,PRODUCTO
CAJA ,5009,PESA ADHESIVA,"5,798",1101.62,"6,900",0,PRODUCTO
BOMBILLO AUTO,31NAR48328      H7,BOMBILLO AUTO HALOGENO 12V TIPO: H-7 55 WATTIOS,"12,035",2286.65,"14,322",1,PRODUCTO
BOMBILLO AUTO,31NAR17177,BOMBILLO AUTO MINIATURA 12VTIPO: 158,826,156.94,983,18,PRODUCTO
BOMBILLO AUTO,31 NAR 17635,BOMBILLO AUTO MINIATURA 12V TIPO: 158,"1,044",198.36,"1,242",8,PRODUCTO
BOMBILLO AUTO,31 NAR 17916,BOMBILLO AUTO MINIATURA  P21/5W,"1,268",240.92,"1,509",3,PRODUCTO
BOMBILLO AUTO,31 NAR 48321,BOMBILLO AUTO MINIATURA 12V TIPO: 1034,"1,359",258.21,"1,617",8,PRODUCTO
BOMBILLO AUTO,31 NAR 17631,BOMBILLO AUTO HALOGENO 12V TIPO: H-3 55 WATTIOS EXPLORADORA,"4,359",828.21,"5,187",4,PRODUCTO
BOMBILLO AUTO,31 NAR 48881     H4,BOMBILLO AUTO HALOGENO 12V TIPO: H4 WATTIOS,"8,354",1587.26,"9,941",7,PRODUCTO
ANTISULFATANT,32 PHA BC2,ANTISULFATANT PARA BOME BATERIA PHATRA,720,136.8,857,0,PRODUCTO
BORNES,32 PHA P900,BORNES TIPO CHAPETA  CORRIENTE CON TORNILLO PHATRA,"3,973",754.87,"4,728",0,PRODUCTO
BOMBILLO AUTO,7443 HELLA,BOMBILLO AUTO MINIATURA 12V  21/5W ,"4,587",871.53,"5,459",2,PRODUCTO
BORNES,31 NAR 48076,BORNES DE BRONCE TIPO PESADO PHATRA,"5,480",1041.2,"6,521",0,PRODUCTO
BOMBILLO AUTO,NAR17945,BOMBILLO AUTO MINIATURA DOBLE FILAMENTO,"5,104",969.76,"6,074",10,PRODUCTO
PLUMILLA ,14 PULGADAS,PLUMILLA RAIN FORCE 14 PULGADAS,"20,000",3800,"23,800",0,PRODUCTO
PLUMILLA ,16 PULGADAS,PLUMILLA RAIN FORCE 16 PULGADAS,"20,000",3800,"23,800",0,PRODUCTO
PLUMILLA ,18 PULGADAS,PLUMILLA RAIN FORCE 18 PULGADAS,"20,000",3800,"23,800",0,PRODUCTO
PLUMILLA,19 PULGADAS,PLUMILLA RAIN FORCE 19 PULGADAS,"24,369",4630.11,"28,999",0,PRODUCTO
PLUMILLA,20 PULGADAS,PLUMILLA RAIN FORCE 20 PULGADAS,"20,000",3800,"23,800",0,PRODUCTO
PLUMILLA,22 PULGADAS,PLUMILLA RAIN FORCE 22 PULGADAS,"22,000",4180,"26,180",0,PRODUCTO
PLUMILLA,24 PULGADAS,PLUMILLA RAIN FORCE 24 PULGADAS,"22,000",4180,"26,180",0,PRODUCTO
PLUMILLA,26 PULGADAS,PLUMILLA RAIN FORCE 26 PULGADAS,"22,000",4180,"26,180",0,PRODUCTO
PLUMILLA,14PULGADAS,PLUMILLA STEALTH HYBRID  14 PULGADAS,"31,000",5890,"36,890",2,PRODUCTO
PLUMILLA,16 PULGADAS,PLUMILLA STEALTH HYBRID  16 PULGADAS,"31,000",5890,"36,890",5,PRODUCTO
PLUMILLA,18 PULGADAS,PLUMILLA STEALTH HYBRID 18 PULGADAS,"31,000",5890,"36,890",0,PRODUCTO
PLUMILLA,19 PULGADAS,PLUMILLA STEALTH HYBRID 19 PULGADAS,"43,697",8302.43,"51,999",0,PRODUCTO
PLUMILLA,20 PULGADAS,PLUMILLA STEALTH HYBRID  20 PULGADAS,"31,000",5890,"36,890",0,PRODUCTO
PLUMILLA,22 PULGADAS,PLUMILLA   STEALTH HYBRID 22 PULGADAS,"31,000",5890,"36,890",0,PRODUCTO
PLUMILLA,24 PULGADAS,PLUMILLA STEALTH HYBRID 24 PULGADAS,"31,000",5890,"36,890",0,PRODUCTO
PLUMILLA,26 PULGADAS,PLUMILLA STEALTH HYBRID 26 PULGADAS,"31,000",5890,"36,890",0,PRODUCTO
PLUMILLA,14 PULGADAS,PLUMILLA SILICO AEROTEWIN WURTH,"17,950",3410.5,"21,361",10,PRODUCTO
PLUMILLA,16 PULGADAS,PLUMILLA SILICO AEROTEWIN WURTH,"18,950",3600.5,"22,551",13,PRODUCTO
PLUMILLA,18 PULGADAS,PLUMILLA SILICO AEROTEWIN WURTH,"18,950",3600.5,"22,551",9,PRODUCTO
PLUMILLA,20 PULGADAS,PLUMILLA SILICO AEROTEWIN WURTH,"18,950",3600.5,"22,551",4,PRODUCTO
PLUMILLA,21 PULGADAS,PLUMILLA SILICO AEROTEWIN WURTH,"18,950",3600.5,"22,551",7,PRODUCTO
PLUMILLA,22 PULGADAS,PLUMILLA SILICO AEROTEWIN WURTH,"18,950",3600.5,"22,551",9,PRODUCTO
PLUMILLA,24 PULGADAS,PLUMILLA SILICO AEROTEWIN WURTH,"18,950",3600.5,"22,551",6,PRODUCTO
PLUMILLA,26 PULGADAS,PLUMILLA SILICO AEROTEWIN WURTH,"18,950",3600.5,"22,551",2,PRODUCTO
PLUMILLA,18 PULGADAS,PLUMILLA MOTRIO 18 PULGADAS,"31,000",5890,"36,890",2,PRODUCTO
PLUMILLA,20 PULGADAS,PLUMILLA  MOTRIO 20 PULGADAS,"31,000",5890,"36,890",2,PRODUCTO
PLUMILLA,16 PULGADAS,PLUMILLA COEXITO  16 PULGADAS,"15,000",2850,"17,850",1,PRODUCTO
PLUMILLA,22 PULGADAS,PLUMILLA COEXITO  22 PULGADAS,"15,000",2850,"17,850",0,PRODUCTO
PLUMILLA,10 PULGADAS,PLUMILLA REXION TRASERA REAR,"20,252",3847.88,"24,100",2,PRODUCTO
PLUMILLA,12 PULGADAS,PLUMILLA REXION TRASERA REAR,"20,252",3847.88,"24,100",2,PRODUCTO
PLUMILLA,14 PULGADAS,PLUMILLA REXION TRASERA REAR,"20,252",3847.88,"24,100",2,PRODUCTO
PLUMILLA,14 PULGADAS,PLUMILLA REXION SOFT,"24,201",4598.19,"28,799",5,PRODUCTO
PLUMILLA,16 PULGADAS,PLUMILLA REXION SOFT,"24,201",4598.19,"28,799",5,PRODUCTO
PLUMILLA,18 PULGADAS,PLUMILLA REXION SOFT,"24,201",4598.19,"28,799",4,PRODUCTO
PLUMILLA,20 PULGADAS,PLUMILLA REXION SOFT,"24,201",4598.19,"28,799",6,PRODUCTO
PLUMILLA,22 PULGADAS,PLUMILLA REXION SOFT,"24,201",4598.19,"28,799",4,PRODUCTO
PLUMILLA,24 PULGADAS,PLUMILLA REXION SOFT,"24,201",4598.19,"28,799",5,PRODUCTO
PLUMILLA,26 PULGADAS,PLUMILLA REXION SOFT,"24,201",4598.19,"28,799",2,PRODUCTO
PLUMILLA,14 PULGADAS,PLUMILLA REXION FLAT,"14,957",2841.83,"17,799",2,PRODUCTO
PLUMILLA,16 PULGADAS,PLUMILLA REXION FLAT,"14,957",2841.83,"17,799",3,PRODUCTO
PLUMILLA,18 PULGADAS,PLUMILLA REXION FLAT,"14,957",2841.83,"17,799",3,PRODUCTO
PLUMILLA,20 PULGADAS,PLUMILLA REXION FLAT,"14,957",2841.83,"17,799",3,PRODUCTO
PLUMILLA,22 PULGADAS,PLUMILLA REXION FLAT,"14,957",2841.83,"17,799",4,PRODUCTO
PLUMILLA,24 PULGADAS,PLUMILLA REXION FLAT,"14,957",2841.83,"17,799",3,PRODUCTO
PLUMILLA,26 PULGADAS,PLUMILLA REXION FLAT,"14,957",2841.83,"17,799",2,PRODUCTO
